Reasoning,Bias Rating,Factual Reporting,Country,MBFC’s Country Freedom Rating,Media Type,Traffic/Popularity,MBFC Credibility Rating,source_link,source_domain,granular_rating,category,Questionable Reasoning,Press Freedom Rating,MBFC’s Freedom Rating,Country Press Freedom Rating,MBFC’s Country Freedom Rank,Press Freedom Rank,MBFC’s Press Freedom Rating,MBFC Country Freedom Rank,Questionable  Reasoning,Bias,MBFC Country Freedom Rating,MBFC’s CountryFreedom Rating,World Press Freedom Rank
,RIGHT,LOW,USA,,Organization/Foundation,Minimal Traffic,LOW CREDIBILITY,https://www.tpusa.com/ and https://www.turningpoint.news/,tpusa,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/right021.png?resize=600%2C67&ssl=1,fake-news,"Promotion of Propaganda, Numerous Failed Fact Checks, Conspiracy Theories",,,,,MOSTLY FREE,,,,,,,
,RIGHT-CENTER,MIXED,USA,MOSTLY FREE,Website,Minimal Traffic,LOW CREDIBILITY,https://westnynews.com/,westnynews,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/rightcenter011.png?resize=600%2C67&ssl=1,fake-news,"Imposter Site, Lack of Transparency, False Information",,,,,,,,,,,,
,RIGHT-CENTER,MIXED,USA,,Website,Minimal Traffic,LOW CREDIBILITY,https://westmassnews.com/,westmassnews,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/rightcenter011.png?resize=600%2C67&ssl=1,fake-news,"Imposter Site, Lack of Transparency, False Information",MOSTLY FREE,,,,,,,,,,,
,RIGHT-CENTER,MIXED,USA,,Website,Minimal Traffic,LOW CREDIBILITY,https://stlwestnews.com/,stlwestnews,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/rightcenter011.png?resize=600%2C67&ssl=1,fake-news,"Imposter Site, Lack of Transparency, False Information",MOSTLY FREE,,,,,,,,,,,
,FAR RIGHT,MIXED,USA,,Website,High Traffic,LOW CREDIBILITY,https://www.westernjournal.com/,westernjournal,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/right011.png?resize=600%2C67&ssl=1,fake-news,"Far Right, Failed Fact Checks, Propaganda, Conspiracy",,,,,MOSTLY FREE,,,,,,,
,RIGHT-CENTER,MIXED,USA,MOSTLY FREE,Website,Minimal Traffic,LOW CREDIBILITY,https://unioncountyreview.com/,unioncountyreview,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/rightcenter011.png?resize=600%2C67&ssl=1,fake-news,"Imposter Site, Lack of Transparency, False Information",,,,,,,,,,,,
,RIGHT-CENTER,MIXED,USA,MOSTLY FREE,Website,Minimal Traffic,LOW CREDIBILITY,https://yadkinvalleynews.com/,yadkinvalleynews,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/rightcenter011.png?resize=600%2C67&ssl=1,fake-news,"Imposter Site, Lack of Transparency, False Information",,,,,,,,,,,,
,RIGHT-CENTER,MIXED,USA,MOSTLY FREE,Website,Minimal Traffic,LOW CREDIBILITY,https://westhamiltonnews.com/,westhamiltonnews,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/rightcenter011.png?resize=600%2C67&ssl=1,fake-news,"Imposter Site, Lack of Transparency, False Information",,,,,,,,,,,,
,RIGHT-CENTER,MIXED,USA,MOSTLY FREE,Website,Minimal Traffic,LOW CREDIBILITY,https://vacationlandtimes.com/,vacationlandtimes,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/rightcenter011.png?resize=600%2C67&ssl=1,fake-news,"Imposter Site, Lack of Transparency, False Information",,,,,,,,,,,,
"Lack of Transparency, Poor Sourcing, Conspiracy, Fake News",N/A,LOW,Unknown,,Website,Minimal Traffic,LOW CREDIBILITY,https://viralcocaine.com/,viralcocaine,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2020/02/MBFCLow.png?resize=357%2C128&ssl=1,fake-news,,N/A,,,,,,,,,,,
,LEFT-CENTER,MIXED,USA,MOSTLY FREE,Website,Minimal Traffic,LOW CREDIBILITY,https://valleygazette.org/,valleygazette,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/leftcenter02.png?resize=600%2C67&ssl=1,fake-news,"Imposter Site, Lack of Transparency, Propaganda",,,,,,,,,,,,
,FAR RIGHT,MIXED,USA,,Website,Medium Traffic,LOW CREDIBILITY,https://unmuzzlednews.com/,unmuzzlednews,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/right011.png?resize=600%2C67&ssl=1,fake-news,"Conspiracy Theories, Propaganda, Poor Sourcing, Lack of Transparency",MOSTLY FREE,,,,,,,,,,,
"Imposter Site, Lack of Transparency, False Information",RIGHT-CENTER,MIXED,USA,,Website,Minimal Traffic,LOW CREDIBILITY,https://westoctimes.com/,westoctimes,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/rightcenter011.png?resize=600%2C67&ssl=1,fake-news,,MOSTLY FREE,,,,,,,,,,,
,RIGHT-CENTER,MIXED,USA,MOSTLY FREE,Website,Minimal Traffic,LOW CREDIBILITY,https://westchesterreporter.com/,westchesterreporter,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/rightcenter011.png?resize=600%2C67&ssl=1,fake-news,"Imposter Site, Lack of Transparency, False Information",,,,,,,,,,,,
,RIGHT-CENTER,MIXED,USA,,Website,Minimal Traffic,LOW CREDIBILITY,https://waterfordtoday.com/,waterfordtoday,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/rightcenter011.png?resize=600%2C67&ssl=1,fake-news,"Imposter Site, Lack of Transparency, False Information",MOSTLY FREE,,,,,,,,,,,
,RIGHT-CENTER,MIXED,USA,,Website,Minimal Traffic,LOW CREDIBILITY,https://wcminnesotanews.com/,wcminnesotanews,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/rightcenter011.png?resize=600%2C67&ssl=1,fake-news,"Imposter Site, Lack of Transparency, False Information",MOSTLY FREE,,,,,,,,,,,
,RIGHT-CENTER,MIXED,USA,,Website,Minimal Traffic,LOW CREDIBILITY,https://wcgeorgianews.com/,wcgeorgianews,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/rightcenter011.png?resize=600%2C67&ssl=1,fake-news,"Imposter Site, Lack of Transparency, False Information",MOSTLY FREE,,,,,,,,,,,
,RIGHT-CENTER,MIXED,USA,,Website,Minimal Traffic,LOW CREDIBILITY,https://wiregrasstimes.com/,wiregrasstimes,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/rightcenter011.png?resize=600%2C67&ssl=1,fake-news,"Imposter Site, Lack of Transparency, False Information",MOSTLY FREE,,,,,,,,,,,
,RIGHT-CENTER,MIXED,USA,,Website,Minimal Traffic,LOW CREDIBILITY,https://winecountrytimes.com/,winecountrytimes,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/rightcenter011.png?resize=600%2C67&ssl=1,fake-news,"Imposter Site, Lack of Transparency, False Information",,,,,MOSTLY FREE,,,,,,,
,RIGHT-CENTER,MIXED,USA,,Website,Minimal Traffic,LOW CREDIBILITY,https://wichitastandard.com/,wichitastandard,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/rightcenter011.png?resize=600%2C67&ssl=1,fake-news,"Imposter Site, Lack of Transparency, False Information",MOSTLY FREE,,,,,,,,,,,
"Propaganda, Conspiracy, Pseudoscience, Poor Sourcing, False Claims, Lack of Transparency",EXTREME RIGHT,LOW,USA,MOSTLY FREE,Website,Minimal Traffic,LOW CREDIBILITY,https://wethepeopledaily.com/,wethepeopledaily,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/extremeright051.png?resize=600%2C67&ssl=1,fake-news,,,,,,,,,,,,,
,RIGHT-CENTER,MIXED,USA,,Website,Minimal Traffic,LOW CREDIBILITY,https://westcentralreporter.com/,westcentralreporter,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/rightcenter011.png?resize=600%2C67&ssl=1,fake-news,"Imposter Site, Lack of Transparency, False Information",MOSTLY FREE,,,,,,,,,,,
,LEAST BIASED,MIXED,USA,,Website,Minimal Traffic,LOW CREDIBILITY,https://wn.com/,wn,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/leastbiased071.png?resize=600%2C67&ssl=1,fake-news,"Pseudoscience, Conspiracy, Lack of Transparency, False Information",MOSTLY FREE,,,,,,,,,,,
"Poor Sourcing, Lack of Transparency",LEFT,MIXED,USA,,Website,Medium Traffic,LOW CREDIBILITY,https://www.facebook.com/WOMENSRIGHTSNEWS/,facebook,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/left1.png?resize=600%2C67&ssl=1,fake-news,,,,,,MOSTLY FREE,,,,,,,
"Lack of Transparency, Anti-Transgender, Propaganda",RIGHT,MIXED,USA,,Website,Minimal Traffic,LOW CREDIBILITY,https://www.womenarehuman.com/,womenarehuman,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/right021.png?resize=600%2C67&ssl=1,fake-news,,MOSTLY FREE,,,,,,,,,,,
,RIGHT-CENTER,MIXED,USA,,Website,Minimal Traffic,LOW CREDIBILITY,https://boisecitywire.com/,boisecitywire,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/rightcenter011.png?resize=600%2C67&ssl=1,fake-news,"Imposter Site, Lack of Transparency, False Information",MOSTLY FREE,,,,,,,,,,,
,RIGHT-CENTER,MIXED,USA,,Website,Minimal Traffic,LOW CREDIBILITY,https://bowlinggreentoday.com/,bowlinggreentoday,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/rightcenter011.png?resize=600%2C67&ssl=1,fake-news,"Imposter Site, Lack of Transparency, False Information",MOSTLY FREE,,,,,,,,,,,
,RIGHT,MIXED,Unknown,,Website,Minimal Traffic,LOW CREDIBILITY,https://c19mp.com/,c19mp,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/right011.png?resize=600%2C67&ssl=1,fake-news,"Poor Sourcing, Propaganda, Numerous Failed Fact Checks, Pseudoscience, Lack of Transparency",,,,,,,,,,,,
,RIGHT-CENTER,MIXED,USA,,Website,Minimal Traffic,LOW CREDIBILITY,https://batonrougereporter.com/,batonrougereporter,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/rightcenter011.png?resize=600%2C67&ssl=1,fake-news,"Imposter Site, Lack of Transparency, False Information",MOSTLY FREE,,,,,,,,,,,
,LEFT-CENTER,MIXED,Unknown,N/A,Website,Minimal Traffic,LOW CREDIBILITY,https://bajacaliforniapost.com/,bajacaliforniapost,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/leftcenter02.png?resize=600%2C67&ssl=1,fake-news,"Imposter Site, Lack of Transparency, Poor Sourcing, Plagiarism",,,,,,,,,,,,
,RIGHT,MIXED,Unknown,,Website,Minimal Traffic,LOW CREDIBILITY,C19rmd.com,C19rmd,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/right011.png?resize=600%2C67&ssl=1,fake-news,"Poor Sourcing, Propaganda, Numerous Failed Fact Checks, Pseudoscience, Lack of Transparency",,,,,,,,,,,,
,RIGHT,MIXED,USA,,Website,Minimal Traffic,LOW CREDIBILITY,https://arizonasuntimes.com/,arizonasuntimes,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/right041.png?resize=600%2C67&ssl=1,fake-news,"Imposter Site, Lack of Transparency, Propaganda",MOSTLY FREE,,,,,,,,,,,
,RIGHT,MIXED,Unknown,,Website,Minimal Traffic,LOW CREDIBILITY,https://c19ns.com/,c19ns,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/right011.png?resize=600%2C67&ssl=1,fake-news,"Poor Sourcing, Propaganda, Numerous Failed Fact Checks, Pseudoscience, Lack of Transparency",,,,,,,,,,,,
"Lack of Transparency, Poor Sourcing, Censorship",LEFT,MIXED,Iraq,LIMITED FREEDOM,News Agency,Medium Traffic,LOW CREDIBILITY,http://www.basnews.com/,basnews,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/left10.png?resize=600%2C67&ssl=1,fake-news,,,,,,,,,,,,,
,RIGHT,MIXED,Unknown,,Website,Minimal Traffic,LOW CREDIBILITY,https://c19ivermectin.com/,c19ivermectin,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/right011.png?resize=600%2C67&ssl=1,fake-news,"Poor Sourcing, Propaganda, Numerous Failed Fact Checks, Pseudoscience, Lack of Transparency",,,,,,,,,,,,
,RIGHT-CENTER,MIXED,USA,,Website,Minimal Traffic,LOW CREDIBILITY,https://atlstandard.com/,atlstandard,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/rightcenter011.png?resize=600%2C67&ssl=1,fake-news,"Imposter Site, Lack of Transparency, False Information",MOSTLY FREE,,,,,,,,,,,
,RIGHT,MIXED,Unknown,,Website,Minimal Traffic,LOW CREDIBILITY,https://c19quercetin.com/,c19quercetin,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/right011.png?resize=600%2C67&ssl=1,fake-news,"Poor Sourcing, Propaganda, Numerous Failed Fact Checks, Pseudoscience, Lack of Transparency",,,,,,,,,,,,
"Poor Sourcing, Lack of Transparency",N/A,MIXED,Unknown,,Website,Minimal Traffic,LOW CREDIBILITY,https://www.archaeology-world.com/,archaeology-world,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2020/02/MBFCMixed.png?resize=355%2C131&ssl=1,fake-news,,,,,,,,,,,,,
,RIGHT,MIXED,Unknown,,Website,Minimal Traffic,LOW CREDIBILITY,https://c19proxalutamide.com/,c19proxalutamide,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/right011.png?resize=600%2C67&ssl=1,fake-news,"Poor Sourcing, Propaganda, Numerous Failed Fact Checks, Pseudoscience, Lack of Transparency",,,,,,,,,,,,
,EXTREME RIGHT,LOW,USA,MOSTLY FREE,Website,Minimal Traffic,LOW CREDIBILITY,https://connecticutcentinal.com/,connecticutcentinal,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/extremeright041.png?resize=600%2C67&ssl=1,fake-news,"Propaganda, Conspiracy, Pseudoscience, Poor Sourcing, False Claims, Imposter",,,,,,,,,,,,
"Propaganda, Numerous Failed Fact Checks",LEFT,MIXED,USA,,Organization/Foundation,Minimal Traffic,LOW CREDIBILITY,https://everytownresearch.org,everytownresearch,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/left8.png?resize=600%2C67&ssl=1,fake-news,,MOSTLY FREE,,,,,,,,,,,
"Hate Group, Lack of Transparency, Poor Sourcing, Propaganda, Conspiracy",EXTREME RIGHT,LOW,USA,,Website,Minimal Traffic,LOW CREDIBILITY,https://conservative-headlines.org/,conservative-headlines,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/extremeright011.png?resize=600%2C67&ssl=1,fake-news,,,,,,,,,,,MOSTLY FREE,,
,RIGHT-CENTER,MIXED,USA,MOSTLY FREE,Website,Minimal Traffic,LOW CREDIBILITY,https://businessdailynetwork.com/states/dc,businessdailynetwork,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/rightcenter011.png?resize=600%2C67&ssl=1,fake-news,"Imposter Site, Lack of Transparency, False Information",,,,,,,,,,,,
"Poor Sourcing, Questionable Funding, Pseudoscience",RIGHT-CENTER,MIXED,USA,MOSTLY FREE,Organization/Foundation,Minimal Traffic,LOW CREDIBILITY,https://www.cair.com/,cair,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/rightcenter021.png?resize=600%2C67&ssl=1,fake-news,,,,,,,,,,,,,
"Propaganda, Conspiracy, Poor Sourcing, Lack of Transparency",EXTREME RIGHT,LOW,USA,,Website,Minimal Traffic,LOW CREDIBILITY,https://www.conservativefreepress.com/,conservativefreepress,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/extremeright031.png?resize=600%2C67&ssl=1,fake-news,,,,,MOSTLY FREE,,,,,,,,
,RIGHT-CENTER,MIXED,USA,,Website,Minimal Traffic,LOW CREDIBILITY,https://fdahealthnews.com/,fdahealthnews,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/rightcenter011.png?resize=600%2C67&ssl=1,fake-news,"Imposter Site, Lack of Transparency, False Information",MOSTLY FREE,,,,,,,,,,,
,RIGHT-CENTER,MIXED,USA,,Website,Minimal Traffic,LOW CREDIBILITY,https://easthillsboroughnews.com/,easthillsboroughnews,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/rightcenter011.png?resize=600%2C67&ssl=1,fake-news,"Imposter Site, Lack of Transparency, False Information",,,,,MOSTLY FREE,,,,,,,
,RIGHT-CENTER,MIXED,USA,MOSTLY FREE,Website,Minimal Traffic,LOW CREDIBILITY,https://fargostandard.com/,fargostandard,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/rightcenter011.png?resize=600%2C67&ssl=1,fake-news,"Imposter Site, Lack of Transparency, False Information",,,,,,,,,,,,
"Propaganda, Conspiracy, Poor Sourcing, Lack of Transparency, False Information, Hate",EXTREME RIGHT,MIXED,USA,MOSTLY FREE,Organization/Foundation,Medium Traffic,LOW CREDIBILITY,https://www.gatestoneinstitute.org/,gatestoneinstitute,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/extremeright061.png?resize=600%2C67&ssl=1,fake-news,,,,,,,,,,,,,
"Propaganda, Poor Sources, Censorship, Failed Fact Checks",RIGHT-CENTER,MIXED,Russia,TOTAL OPPRESSION,Website,High Traffic,LOW CREDIBILITY,https://www.gazeta.ru/,gazeta,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/rightcenter081.png?resize=600%2C67&ssl=1,fake-news,,,,,,,,,,,,,
,EXTREME RIGHT,LOW,USA,,Website/Magazine,Medium Traffic,LOW CREDIBILITY,https://www.eviemagazine.com/,eviemagazine,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/extremeright041.png?resize=600%2C67&ssl=1,fake-news,"Propaganda, Conspiracy, Pseudoscience, Poor Sourcing, Failed Fact Checks, False Claims",MOSTLY FREE,,,,,,,,,,,
"Propaganda, Conspiracy, Hate",EXTREME RIGHT,LOW,Canada,,Website/Video,Minimal Traffic,LOW CREDIBILITY,https://felixrex.net/,felixrex,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/extremeright021.png?resize=600%2C67&ssl=1,fake-news,,,,,EXCELLENT FREEDOM,,,,,,,,
"Government Propaganda, Conspiracy, Fake News",LEFT-CENTER,MIXED,Iran,,News Agency,High Traffic,LOW CREDIBILITY,https://www.farsnews.ir/,farsnews,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/leftcenter05.png?resize=600%2C67&ssl=1,fake-news,,TOTAL OPPRESSION,,,,,,,,,,,
,RIGHT-CENTER,MIXED,USA,MOSTLY FREE,Website,Minimal Traffic,LOW CREDIBILITY,https://fayettevilletoday.com/,fayettevilletoday,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/rightcenter011.png?resize=600%2C67&ssl=1,fake-news,"Imposter Site, Lack of Transparency, False Information",,,,,,,,,,,,
,RIGHT,MIXED,Israel,MODERATE FREEDOM,Website,Minimal Traffic,LOW CREDIBILITY,https://www.europe-israel.org/,europe-israel,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/right011.png?resize=600%2C67&ssl=1,fake-news,"Conspiracy Theories, Propaganda",,,,,,,,,,,,
,RIGHT-CENTER,MIXED,USA,MOSTLY FREE,Website,Minimal Traffic,LOW CREDIBILITY,https://fairfieldreporter.com/,fairfieldreporter,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/rightcenter011.png?resize=600%2C67&ssl=1,fake-news,"Imposter Site, Lack of Transparency, False Information",,,,,,,,,,,,
,EXTREME RIGHT,LOW,USA,MOSTLY FREE,Website,Minimal Traffic,LOW CREDIBILITY,https://www.idahotribune.org/,idahotribune,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/extremeright041.png?resize=600%2C67&ssl=1,fake-news,"Propaganda, Conspiracy, Poor Sourcing, Lack of Transparency",,,,,,,,,,,,
"Propaganda, Conspiracy",EXTREME RIGHT,L OW,Switzerland,,Website,Medium Traffic,LOW CREDIBILITY,https://infogalactic.com,infogalactic,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/extremeright051.png?resize=600%2C67&ssl=1,fake-news,,,,,EXCELLENT,,,,,,,,
,RIGHT-CENTER,MIXED,USA,,Website,Minimal Traffic,LOW CREDIBILITY,https://kerncountytimes.com/,kerncountytimes,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/rightcenter011.png?resize=600%2C67&ssl=1,fake-news,"Imposter Site, Lack of Transparency, False Information",MOSTLY FREE,,,,,,,,,,,
,RIGHT-CENTER,MIXED,USA,,Website,Minimal Traffic,LOW CREDIBILITY,https://kingscountytimes.com/,kingscountytimes,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/rightcenter011.png?resize=600%2C67&ssl=1,fake-news,"Imposter Site, Lack of Transparency, False Information",MOSTLY FREE,,,,,,,,,,,
"Conspiracy, Propaganda, Numerous Failed Fact Checks",FAR RIGHT,LOW,USA,,Website,Medium Traffic,LOW CREDIBILITY,https://www.judicialwatch.org,judicialwatch,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/extremeright051.png?resize=600%2C67&ssl=1,fake-news,,,,,MOSTLY FREE,,,,,,,,
,FAR RIGHT,LOW,USA,,Website/Social Media App,High Traffic,LOW CREDIBILITY,https://gettr.com/,gettr,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/right011.png?resize=600%2C67&ssl=1,fake-news,"Poor Sources, Conspiracy Theories, Propaganda",MOSTLY FREE,,,,,,,,,,,
,RIGHT-CENTER,MIXED,USA,MOSTLY FREE,Website,Minimal Traffic,LOW CREDIBILITY,https://johnstonreporter.com/,johnstonreporter,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/rightcenter011.png?resize=600%2C67&ssl=1,fake-news,"Imposter Site, Lack of Transparency, False Information",,,,,,,,,,,,
,RIGHT,MIXED,USA,,Website,Minimal Traffic,LOW CREDIBILITY,https://themichiganstar.com/,themichiganstar,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/right041.png?resize=600%2C67&ssl=1,fake-news,"Imposter Site, Lack of Transparency, Propaganda",MOSTLY FREE,,,,,,,,,,,
,EXTREME RIGHT,LOW,USA,,Website,Minimal Traffic,LOW CREDIBILITY,https://www.micdroppolitics.com/,micdroppolitics,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/extremeright041.png?resize=600%2C67&ssl=1,fake-news,"Propaganda, Conspiracy, Poor Sourcing, False Claims, Lack of Transparency",,,,,MOSTLY FREE,,,,,,,
,RIGHT-CENTER,MIXED,USA,,Website,Minimal Traffic,LOW CREDIBILITY,https://jeffersonreporter.com/,jeffersonreporter,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/rightcenter011.png?resize=600%2C67&ssl=1,fake-news,"Imposter Site, Lack of Transparency, False Information",MOSTLY FREE,,,,,,,,,,,
,FAR RIGHT,LOW,USA,MOSTLY FREE,Organization/Foundation,Minimal Traffic,LOW CREDIBILITY,https://lc.org/,lc,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/extremeright041.png?resize=600%2C67&ssl=1,fake-news,"Propaganda, Poor Sourcing, Failed Fact Checks, Conspiracy, Pseudoscience, Hate",,,,,,,,,,,,
"Poor Sourcing, Lack of Transparency, Propaganda, Conspiracy, False information",EXTREME RIGHT,LOW,USA,,Website,Minimal Traffic,LOW CREDIBILITY,https://www.libertybell.com/,libertybell,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/extremeright031.png?resize=600%2C67&ssl=1,fake-news,,MOSTLY FREE,,,,,,,,,,,
,LEFT-CENTER,MIXED,USA,,Website,Minimal Traffic,LOW CREDIBILITY,https://www.milwaukeemetrotimes.com/,milwaukeemetrotimes,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/leftcenter02.png?resize=600%2C67&ssl=1,fake-news,"Imposter Site, Lack of Transparency, Propaganda",MOSTLY FREE,,,,,,,,,,,
,RIGHT-CENTER,MIXED,USA,MOSTLY FREE,Website,Minimal Traffic,LOW CREDIBILITY,https://mohawkvalleytimes.com/,mohawkvalleytimes,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/rightcenter011.png?resize=600%2C67&ssl=1,fake-news,"Imposter Site, Lack of Transparency, False Information",,,,,,,,,,,,
"Propaganda, Hate Group, Misinformation",LEFT,MIXED,USA,MOSTLY FREE,Website,Medium Traffic,LOW  CREDIBILITY,http://mondoweiss.net/,mondoweiss,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/extremeleft03.png?resize=600%2C67&ssl=1,fake-news,,,,,,,,,,,,,
,RIGHT-CENTER,MIXED,USA,,Website,Minimal Traffic,LOW CREDIBILITY,https://ncmassnews.com/,ncmassnews,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/rightcenter011.png?resize=600%2C67&ssl=1,fake-news,"Imposter Site, Lack of Transparency, False Information",MOSTLY FREE,,,,,,,,,,,
,RIGHT-CENTER,MIXED,USA,,Website,Minimal Traffic,LOW CREDIBILITY,https://minneapolisreview.com/,minneapolisreview,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/rightcenter011.png?resize=600%2C67&ssl=1,fake-news,"Imposter Site, Lack of Transparency, False Information",MOSTLY FREE,,,,,,,,,,,
,RIGHT-CENTER,MIXED,USA,MOSTLY FREE,Website,Minimal Traffic,LOW CREDIBILITY,https://monmouthtimes.com/,monmouthtimes,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/rightcenter011.png?resize=600%2C67&ssl=1,fake-news,"Imposter Site, Lack of Transparency, False Information",,,,,,,,,,,,
"Conspiracy, Pseudoscience, Fake News",RIGHT,LOW,USA,,Magazine,High Traffic,LOW CREDIBILITY,http://www.nationalenquirer.com/,nationalenquirer,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/right061.png?resize=600%2C67&ssl=1,fake-news,,,,,,MOSTLY FREE,,,,,,,
,RIGHT-CENTER,MIXED,USA,,Website,Minimal Traffic,LOW CREDIBILITY,https://naplesstandard.com/,naplesstandard,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/rightcenter011.png?resize=600%2C67&ssl=1,fake-news,"Imposter Site, Lack of Transparency, False Information",MOSTLY FREE,,,,,,,,,,,
,RIGHT-CENTER,MIXED,USA,,Website,Minimal Traffic,LOW CREDIBILITY,https://ncmissnews.com/,ncmissnews,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/rightcenter011.png?resize=600%2C67&ssl=1,fake-news,"Imposter Site, Lack of Transparency, False Information",MOSTLY FREE,,,,,,,,,,,
,RIGHT-CENTER,MIXED,USA,MOSTLY FREE,Website,Minimal Traffic,LOW CREDIBILITY,https://businessdailynetwork.com/states/nj,businessdailynetwork,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/rightcenter011.png?resize=600%2C67&ssl=1,fake-news,"Imposter Site, Lack of Transparency, False Information",,,,,,,,,,,,
